4aa53e646bf84faca9a76c020b0682de,Witting-Renner,59.3326597265,18.060612379
6c071e36fe5549fe804fc39e676c438d,Lang and Sons,59.3382986665,18.1197234703
d15e1070fbd64399b0ec716ab7e23cd8,Batz-Johnston,59.3313717521,18.0658987545
34a7df41822c436aa6f3b88e13818049,Abbott-Wintheiser,59.3538696889,18.0420335056
cf6e4ae901904a9f9a74e447b90d474a,Stiedemann Inc,59.3384319955,18.0089879022
d7ec3b89d587473092432be55856fffc,Balistreri-Yost,59.2943220423,18.0527484357
8167cc421d184c0da948fee4ade3c6bb,"Huels, Hackett and Christiansen",59.3829256827,18.0797161595
017a10fae01a44a2976a87eaacdf8c2d,Schimmel PLC,59.3125168319,18.046005678
58d2af42c3e44a5495cf719e620c0fd4,Hills Ltd,59.3743824232,18.1694593627
cc0b3a06381b43df8064f179adc60978,"Rempel, Orn and Graham",59.3387675717,18.0427638913
ac69bcc197894e01bd9f9f6995fc891f,Effertz-Howell,59.3671639349,18.1559273521
293c915f73a74158a5ff047ae88ea3da,"Bartoletti, O'Kon and Hills",59.3179999021,18.0833206118
31e567f3e02a42bab3c8b25242c0004b,Farrell Group,59.3512598816,18.0393587223
bd8e0c56ca6e42439d299c0ae21c3952,"Yost, Streich and Johns",59.3720932082,18.0273284063
ae7882d8db7f4a829ef186cd712044c7,"Haley, Vandervort and Herzog",59.3275752478,18.0947821641
09b1aff21ea64569b7a4c191513f7daf,"Heathcote, Auer and Kuhic",59.3251868731,18.030584397
d898b98cdb5e4f478c4875e222ae0e74,"Kohler, McLaughlin and Legros",59.3172688424,18.0725648551
3cbf2d6eb52649fea20a53d01c84af3c,"Green, Upton and Gleason",59.3418910025,18.0655715021
6ba0f96e120347aebe4f05c588a22317,Rau Group,59.3381519228,18.0814087358
27372dcf1e4a4b03aa5dc053982e49e7,Robel-Bradtke,59.3534786313,18.1026803288
188e1c03631d45b69c073785849305fb,Hermiston-Stoltenberg,59.379454913,18.0408163086
3512a86cc7814541accf5955d26b8904,"Ruecker, Langworth and Kirlin",59.2779719959,18.0491178209
2e99c7f6375e41a19410adb9ad1cde8c,"Walker, Parker and Gorczany",59.3563491094,18.1067865867
2c0f483473a54707bfcb6bb156aa7fb0,Beier-Mante,59.3322750771,18.0331293188
a70b532cfbe94cc1b7b6f4d493d370cf,"Upton, Feeney and VonRueden",59.3237872482,18.1213195126
5932e59ecfbe4dc9964e207cf0bd3a3e,Lynch and Sons,59.2705995546,18.0560300223
30940532b89c4858a66f78dbdbfd050b,Grimes Ltd,59.3265680093,18.08207131
b625b86a917241d8830f424da40c39bd,"Oberbrunner, O'Kon and Jacobson",59.3317700829,18.0652904554
d877395efd0f4c909166a8eab3fe1318,Gislason-Gerhold,59.3169148219,18.0645927226
9a019e1b4bdc405381a39c45286759ff,Sipes-Jast,59.3413747478,18.0575534782
ee71ad9ced5d4d4caed6d0852339a1a7,"Osinski, Runte and Lynch",59.3309388524,17.9901640087
3c8cd5c7a0f34db0a2b6c0dd4e0dd4a6,"Jacobi, Baumbach and Schaefer",59.3796447287,18.0502316332
65c9cbd0546b4f528ddb26d22d5b14dc,Green-Flatley,59.3318080531,18.0551737778
9f0ccd53e7e64939a0a53274fd187a88,Schroeder-Gerhold,59.3254784127,18.0548142047
5960b3370cfe48b39cc40695cb32d8f5,Spencer-Runolfsdottir,59.3213698512,18.0531960171
7d9964f8108b4e6a815c2714d15aac17,Kunze-Kozey,59.3275371463,18.0565627411
ee3ec1b42c644f67bc10ac9ae34d59db,"Towne, Kemmer and Schuster",59.3745334848,18.0280441535
16c4480607e24128be1a9fce49a3b298,"Hudson, Braun and Rau",59.3318230865,18.0656434122
854b1abc94a64ec6829289891cf521a9,McGlynn-Reinger,59.3173892991,18.0421158463
33de9d74491641bbadf482239799db80,Lemke-Bradtke,59.3353477548,18.0618975343
8d521506261f4406b64b48d71559487f,Nader-Powlowski,59.3509549519,18.0877040449
fb49dde19ebb4a6aa9cd2838cb78a382,Weber-Moore,59.3445680118,18.094203753
87f02f5ead9341b58db67adf522dc732,"Batz, Jenkins and Bosco",59.3335223646,18.0743682671
90fee13d866746c69608111dc89bc7ae,"Emard, Raynor and Ankunding",59.3595024251,17.9945593279
e0ad7a4de7784f51bb186cefd0d7f3e5,"Tremblay, Carter and Schmidt",59.3288002496,18.0506601557
9cb183d86c9e497bb9c7fa802c0486d0,"Runolfsson, Block and Hoeger",59.3277225691,18.0551739112
6d87cacd3cd64f41b712efc6398879a5,Nader-McDermott,59.3547140738,18.0930556772
a656ed75211d43b595818565c2b1cc3c,"Konopelski, Murray and Schamberger",59.3342782345,18.0728477835
c32fd16a3db2432b87ce3ad524973a89,Altenwerth-Donnelly,59.3274109822,18.0471654237
8777ba7c0a1b45008a3ae7c62ac26777,Bauch Group,59.3229074579,18.0892688236
86f4c5f47e9547269dac55dccce337ea,"Fadel, Wolff and Stokes",59.3328757618,18.0692248809
3b61e023fd624009b3c5050e1933e5ae,"Brown, Bernhard and Wyman",59.329560452,18.0600085464
3325ce1cbf344c80818200902592950f,Conn-McCullough,59.3705945433,18.0333570587
4bdb4ee922124251aea6ac42b1df0027,Haag-Pagac,59.3403580908,18.0661764487
eb376b3e73894ce1b00027ce216e1a37,Cormier-Jast,59.2954575218,18.0418766463
e30aa0dbd80b40fdafffd43e6b6d16c3,Murphy LLC,59.3650264873,18.0402709099
c3eeba7398734081b647cb0c70c1b22a,Rodriguez-Volkman,59.3354051162,18.0600496932
40725d47c56144cf9cd6be79add6e451,Champlin-Kiehn,59.3020725542,18.0778005314
0db536e2d4cd45fdb9cb2cfe6d343420,"Tremblay, Gleichner and Kshlerin",59.3885382184,18.040211259
0836a341e1084ec8bcf5aa8308b24c0c,"Towne, Abshire and Koss",59.3193282972,18.0856138887
9ae36ba696964543b1a7c61487ec0ba9,"Nicolas, Lindgren and Buckridge",59.3313190849,18.0556770342
41d4f2e7ee7945918a7199fd47c7579c,Romaguera-Bechtelar,59.3500538894,18.0367133137
2c1ad2b3b25f4b71bf3be0d26006f8eb,Senger-McLaughlin,59.3404372988,18.0578864033
ba6b2f9127d548ee9d1a12092e466489,Kutch-Von,59.3154931493,18.0735537718
19f6008f05fc41f8833664fe1b99f9c3,"McDermott, Kling and Sipes",59.3310296865,18.0592386821
3b76c7c236084b60b23b4e4e77625691,Considine-Dare,59.2628105673,18.0300771643
52dd4b7c5b404c9096640df38f9c8502,"Borer, Schowalter and Rosenbaum",59.3360934336,18.0604073654
e575e936dc1f4d6f849cd287a400fd58,Fadel Inc,59.3306519034,18.0638947171
28e45244365f442385a7c9c74b05276a,"Paucek, Schneider and Stoltenberg",59.3384887372,18.0913962525
66b4ca20e115497faee0c7d09ca619ee,Batz-Abernathy,59.3324977477,18.0644355218
4901d2b6cdfd4bc1891b6b88df0a9add,"Luettgen, Balistreri and Purdy",59.3547971963,18.0867196241
46786690652c4f56bc95575111b9501a,"Harris, Mayert and Conroy",59.296781234,18.119969286
52776e937c264f94bf0be9548031e7ae,"Tillman, Lesch and Jaskolski",59.3391544536,18.0633420563
54b99f7cab8e43dbac4f0325ab72d9c4,Treutel-Hodkiewicz,59.2947574324,18.0562493295
f85aa2c285e04999a8ee668d9aff4e47,Gutmann PLC,59.3493598041,18.0166356028
f7ec6794d8724768b68fb1ccc53212ff,Lowe-Boyer,59.3228210448,18.0581441519
ff2ce49df59e462c98dbbe4c51caf800,"Raynor, Wunsch and Yost",59.3368784976,18.0643797875
0bead7f4e8004ccca604140f3b96240b,Bode and Sons,59.3402075449,18.0257833616
d4bfff7d1f524ec28b386211f63a404f,"Kuphal, Leuschke and Waters",59.3400052522,18.0492056962
318e15ee6ed9423087801125f5e2a481,Nader PLC,59.3669513455,18.0367437982
ab35504024254643918e8ec56fab66f4,Torphy Group,59.3323447397,18.0524659586
66b8d1c321c34018a4320a98e978de9b,"Streich, Dickens and Casper",59.3333260326,18.0362683139
4bc8135ec06d4a0d875ee1413037a4f9,"Dibbert, West and Wintheiser",59.3337980311,18.0412744541
f9005013702645f696b6d43d0a49c50a,Becker and Sons,59.3288450649,18.1085732787
8bacdaa1d2d34c729db8389a3c8db4c8,"Stiedemann, Schaefer and Barrows",59.3756313115,18.0301025713
9aeb1fd1f99f44d4b91adf0de98a2fab,"DuBuque, Lakin and Tromp",59.3339498259,18.0677673314
669b84a050494122860959c6d5e6af27,Luettgen-Spencer,59.3156657736,18.1047899526
2683b3ebdeeb4aa0ac27ac60e6518ce6,"Weissnat, Johnston and Smitham",59.3323403396,18.0719461147
581b32ebbfcf45e7bca8dc44f11bb5dc,Larson LLC,59.3457749041,18.0696028882
605b8a989f484b139a0a66c3714a9aa7,"Nolan, Prohaska and Vandervort",59.3324180668,18.0847127985
f261e7b1509444e595da67359366ac15,Kemmer-Herzog,59.3363927415,18.0693206376
0e79287c6e8349c7a97bd28db103e79a,Reichert-Hamill,59.3053097869,18.0336650757
937d03bb58b44bbc8bd97033f58405e0,O'Hara-Deckow,59.3355109228,18.0512302235
3983f718b35c40a595bfd1c70ddd10a0,"Upton, Klocko and Weimann",59.3302516629,18.0856264081
f13b9827c370407c87f6997109465597,Christiansen-Dickens,59.327890494,18.1121871379
e9d8da8d369b4c849d3698c5e27002df,"Kuphal, Brakus and Lang",59.3261909416,18.0584507944
5470a7faf8084d918c93ce8102ef2e53,Bergnaum-Schimmel,59.3346880501,18.0543393682
ac06c04ac0344215ba2c04b63792d7ec,Sporer Ltd,59.3116575397,18.039865866
43355747f12647e195be2f30ac18e9a7,Tillman-Grant,59.3373595009,18.0721345002
1bc8b4012233465a8d9224a035b95b64,Durgan Ltd,59.3281089569,18.0568115264
e9762c3e54594972978a9d0180aa25e6,"Jacobson, Thiel and Runte",59.3319755297,18.059230705
d6746a72479e4b6d812d2bec7ad84172,Schneider-Lowe,59.3470665566,18.0648880822
866ecacfada64d2594fc10efe467070d,Durgan and Sons,59.3670067311,18.1232917458
7f0e48d2c3be4dcba477d7f9b63b0f29,"Hilll, Schmitt and Kulas",59.3365918574,18.0636582849
